Reactant,Datapoint,Product,eR,eTS,eP,GR,GTS,GP,deTSR,deTSP,dePR,dGTSR,dGTSP,dGPR
2465_MA-TS_14-15_Reactant,2465_MA-TS_14-15,2465_MA-TS_14-15_Product,-2881.4595373,-2881.4148799,-2881.4234149,-2880.866727,-2880.822234,-2880.829309,28.02,5.36,22.67,27.92,4.44,23.48
2466_MA-TS_15-16_Reactant,2466_MA-TS_15-16,2466_MA-TS_15-16_Product,-2920.72986956,-2920.69651006,-2920.70529694,-2920.118444,-2920.087438,-2920.091594,20.93,5.51,15.42,19.46,2.61,16.85
2467_MA-TS_14-15_Reactant,2467_MA-TS_14-15,2467_MA-TS_14-15_Product,-2920.72899066,-2920.72626642,-2920.73718625,-2920.109407,-2920.103722,-2920.112463,1.71,6.85,-5.14,3.57,5.49,-1.92
2468_MA-TS_14-15_Reactant,2468_MA-TS_14-15,2468_MA-TS_14-15_Product,-3226.67493673,-3226.6468175,-3226.65383101,-3225.981461,-3225.949928,-3225.957311,17.65,4.4,13.24,19.79,4.63,15.15
2471_MA-TS_14-15_Reactant,2471_MA-TS_14-15,2471_MA-TS_14-15_Product,-2881.46031953,-2881.45291982,-2881.45893185,-2880.869707,-2880.860947,-2880.863726,4.64,3.77,0.87,5.5,1.74,3.75
2472_MA-TS_14-15_Reactant,2472_MA-TS_14-15,2472_MA-TS_14-15_Product,-2881.46571694,-2881.43533464,-2881.44071233,-2880.875237,-2880.845583,-2880.847318,19.07,3.37,15.69,18.61,1.09,17.52
2473_MA-TS_14-15_Reactant,2473_MA-TS_14-15,2473_MA-TS_14-15_Product,-2881.44564678,-2881.41558063,-2881.42704169,-2880.860652,-2880.828778,-2880.839827,18.87,7.19,11.67,20.0,6.93,13.07
2475_MA-TS_15-16_Reactant,2475_MA-TS_15-16,2475_MA-TS_15-16_Product,-2920.58674451,-2920.54723792,-2920.55400971,-2919.978443,-2919.940192,-2919.945507,24.79,4.25,20.54,24.0,3.34,20.67
2477_MA-TS_14-15_Reactant,2477_MA-TS_14-15,2477_MA-TS_14-15_Product,-3226.65610318,-3226.64585538,-3226.65034924,-3225.962791,-3225.9493,-3225.952431,6.43,2.82,3.61,8.47,1.96,6.5
2478_MA-TS_14-15_Reactant,2478_MA-TS_14-15,2478_MA-TS_14-15_Product,-2960.01809262,-2959.98487381,-2959.99055812,-2959.37166,-2959.342764,-2959.348182,20.85,3.57,17.28,18.13,3.4,14.73
2480_MA-TS_37-38_Reactant,2480_MA-TS_37-38,2480_MA-TS_37-38_Product,-2638.78969683,-2638.7776291,-2638.7789765,-2638.245344,-2638.230116,-2638.231463,7.57,0.85,6.73,9.56,0.85,8.71
2485_MA-TS_34-35_Reactant,2485_MA-TS_34-35,2485_MA-TS_34-35_Product,-2341.3345548,-2341.31466041,-2341.32003866,-2340.769776,-2340.749279,-2340.753434,12.48,3.37,9.11,12.86,2.61,10.25
2489_MA-TS_38-39_Reactant,2489_MA-TS_38-39,2489_MA-TS_38-39_Product,-2678.05244019,-2678.02349111,-2678.02387019,-2677.483398,-2677.453403,-2677.45545,18.17,0.24,17.93,18.82,1.28,17.54
2490_MA-TS_39-40_Reactant,2490_MA-TS_39-40,2490_MA-TS_39-40_Product,-2678.07127707,-2678.04707773,-2678.05273895,-2677.506202,-2677.480545,-2677.485766,15.19,3.55,11.63,16.1,3.28,12.82
2491_MA-TS_37-38_Reactant,2491_MA-TS_37-38,2491_MA-TS_37-38_Product,-2639.99805272,-2639.97160773,-2639.9731046,-2639.435281,-2639.408962,-2639.409887,16.59,0.94,15.66,16.52,0.58,15.93
2493_MA-TS_4-5_Reactant,2493_MA-TS_4-5,2493_MA-TS_4-5_Product,-2811.88238541,-2811.86682245,-2811.87007307,-2811.246344,-2811.226146,-2811.22906,9.77,2.04,7.73,12.67,1.83,10.85
2499_MA-TS_38-39_Reactant,2499_MA-TS_38-39,2499_MA-TS_38-39_Product,-2737.91518399,-2737.90275046,-2737.90502219,-2737.381757,-2737.367256,-2737.369874,7.8,1.43,6.38,9.1,1.64,7.46
2500_MA-TS_38-39_Reactant,2500_MA-TS_38-39,2500_MA-TS_38-39_Product,-2678.03629545,-2678.01695421,-2678.01907528,-2677.472009,-2677.448539,-2677.450531,12.14,1.33,10.81,14.73,1.25,13.48
2503_MA-TS_37-38_Reactant,2503_MA-TS_37-38,2503_MA-TS_37-38_Product,-2638.76770287,-2638.75406388,-2638.76018173,-2638.229306,-2638.212323,-2638.219289,8.56,3.84,4.72,10.66,4.37,6.29
2504_MA-TS_34-35_Reactant,2504_MA-TS_34-35,2504_MA-TS_34-35_Product,-2401.19491873,-2401.17949702,-2401.18479982,-2400.662611,-2400.64504,-2400.650256,9.68,3.33,6.35,11.03,3.27,7.75
2506_MA-TS_35-36_Reactant,2506_MA-TS_35-36,2506_MA-TS_35-36_Product,-2416.45449436,-2416.45234523,-2416.45696044,-2415.883235,-2415.879028,-2415.881879,1.35,2.9,-1.55,2.64,1.79,0.85
2508_MA-TS_36-37_Reactant,2508_MA-TS_36-37,2508_MA-TS_36-37_Product,-2505.08774076,-2505.06363726,-2505.11575557,-2504.57419,-2504.548139,-2504.600842,15.13,32.7,-17.58,16.35,33.07,-16.72
2518_MA-TS_5-6_Reactant,2518_MA-TS_5-6,2518_MA-TS_5-6_Product,-2397.78153326,-2397.74591899,-2397.76328681,-2397.475855,-2397.441971,-2397.454136,22.35,10.9,11.45,21.26,7.63,13.63
2519_MA-TS_5-6_Reactant,2519_MA-TS_5-6,2519_MA-TS_5-6_Product,-2189.20714119,-2189.19532281,-2189.1993756,-2188.815066,-2188.801171,-2188.805779,7.42,2.54,4.87,8.72,2.89,5.83
2520_MA-TS_5-6_Reactant,2520_MA-TS_5-6,2520_MA-TS_5-6_Product,-2189.19803636,-2189.19551232,-2189.21032747,-2188.802627,-2188.799425,-2188.814275,1.58,9.3,-7.71,2.01,9.32,-7.31
2521_MA-TS_5-6_Reactant,2521_MA-TS_5-6,2521_MA-TS_5-6_Product,-1938.30913189,-1938.29641234,-1938.30944778,-1937.993832,-1937.97703,-1937.988797,7.98,8.18,-0.2,10.54,7.38,3.16
2522_MA-TS_5-6_Reactant,2522_MA-TS_5-6,2522_MA-TS_5-6_Product,-1938.31869429,-1938.30644233,-1938.31738813,-1938.00385,-1937.987863,-1937.999673,7.69,6.87,0.82,10.03,7.41,2.62
2524_MA-TS_5-6_Reactant,2524_MA-TS_5-6,2524_MA-TS_5-6_Product,-1565.9046915,-1565.8950217,-1565.90366,-1565.499532,-1565.486996,-1565.49464,6.07,5.42,0.65,7.87,4.8,3.07
2526_MA-TS_5-6_Reactant,2526_MA-TS_5-6,2526_MA-TS_5-6_Product,-1595.52011433,-1595.50732928,-1595.50902681,-1595.190867,-1595.170158,-1595.170984,8.02,1.07,6.96,13.0,0.52,12.48
2527_MA-TS_5-6_Reactant,2527_MA-TS_5-6,2527_MA-TS_5-6_Product,-2666.02731519,-2666.010432,-2666.0334123,-2665.621881,-2665.602775,-2665.621377,10.59,14.42,-3.83,11.99,11.67,0.32
2528_MA-TS_5-6_Reactant,2528_MA-TS_5-6,2528_MA-TS_5-6_Product,-2947.40709566,-2947.4067256,-2947.41710313,-2947.056715,-2947.05502,-2947.063877,0.23,6.51,-6.28,1.06,5.56,-4.49
2529_MA-TS_5-6_Reactant,2529_MA-TS_5-6,2529_MA-TS_5-6_Product,-2512.34553485,-2512.33908578,-2512.3444301,-2511.991487,-2511.982998,-2511.990579,4.05,3.35,0.69,5.33,4.76,0.57
2530_MA-TS_5-6_Reactant,2530_MA-TS_5-6,2530_MA-TS_5-6_Product,-2091.81067656,-2091.78017113,-2091.80552727,-2091.449485,-2091.421126,-2091.442096,19.14,15.91,3.23,17.8,13.16,4.64
2537_MA-TS_5-6_Reactant,2537_MA-TS_5-6,2537_MA-TS_5-6_Product,-2208.3860285,-2208.38357179,-2208.40728389,-2207.96967,-2207.963296,-2207.985491,1.54,14.88,-13.34,4.0,13.93,-9.93
2539_MA-TS_5-6_Reactant,2539_MA-TS_5-6,2539_MA-TS_5-6_Product,-2205.22267222,-2205.21080815,-2205.22329026,-2204.841161,-2204.829869,-2204.837991,7.44,7.83,-0.39,7.09,5.1,1.99
2541_MA-TS_5-6_Reactant,2541_MA-TS_5-6,2541_MA-TS_5-6_Product,-2165.96437876,-2165.94187521,-2165.9615106,-2165.606704,-2165.585578,-2165.604357,14.12,12.32,1.8,13.26,11.78,1.47
2542_MA-TS_5-6_Reactant,2542_MA-TS_5-6,2542_MA-TS_5-6_Product,-2380.56019627,-2380.55990335,-2380.58428532,-2380.044318,-2380.042508,-2380.069807,0.18,15.3,-15.12,1.14,17.13,-15.99
2544_MA-TS_5-6_Reactant,2544_MA-TS_5-6,2544_MA-TS_5-6_Product,-2337.83131696,-2337.81846061,-2337.84503617,-2337.397171,-2337.385065,-2337.409915,8.07,16.68,-8.61,7.6,15.59,-8.0
2545_MA-TS_5-6_Reactant,2545_MA-TS_5-6,2545_MA-TS_5-6_Product,-2510.97228075,-2510.97064021,-2510.98879186,-2510.438727,-2510.436982,-2510.453037,1.03,11.39,-10.36,1.1,10.07,-8.98
2547_MA-TS_5-6_Reactant,2547_MA-TS_5-6,2547_MA-TS_5-6_Product,-2224.39745989,-2224.38844753,-2224.40028101,-2223.991879,-2223.9831,-2223.99464,5.66,7.43,-1.77,5.51,7.24,-1.73
2551_MA-TS_5-6_Reactant,2551_MA-TS_5-6,2551_MA-TS_5-6_Product,-2796.06584222,-2796.05159389,-2796.06746746,-2795.669655,-2795.657214,-2795.670434,8.94,9.96,-1.02,7.81,8.3,-0.49
2552_MA-TS_5-6_Reactant,2552_MA-TS_5-6,2552_MA-TS_5-6_Product,-2435.73679127,-2435.73595126,-2435.74448128,-2435.340733,-2435.338001,-2435.34495,0.53,5.35,-4.83,1.71,4.36,-2.65
2553_MA-TS_5-6_Reactant,2553_MA-TS_5-6,2553_MA-TS_5-6_Product,-2320.54684021,-2320.5438223,-2320.56666527,-2320.131887,-2320.126418,-2320.146615,1.89,14.33,-12.44,3.43,12.67,-9.24
2556_MA-TS_3-4_Reactant,2556_MA-TS_3-4,2556_MA-TS_3-4_Product,-2361.71780215,-2361.66111547,-2361.68993235,-2361.106163,-2361.057331,-2361.082083,35.57,18.08,17.49,30.64,15.53,15.11
2559_MA-TS_2-3_Reactant,2559_MA-TS_2-3,2559_MA-TS_2-3_Product,-2323.6591725,-2323.6414478,-2323.64775455,-2323.05747,-2323.03427,-2323.041227,11.12,3.96,7.16,14.56,4.37,10.19
2560_MA-TS_33-34_Reactant,2560_MA-TS_33-34,2560_MA-TS_33-34_Product,-2284.38065889,-2284.36054184,-2284.37778026,-2283.802703,-2283.77978,-2283.793454,12.62,10.82,1.81,14.38,8.58,5.8
2561_MA-TS_2-3_Reactant,2561_MA-TS_2-3,2561_MA-TS_2-3_Product,-2359.5173429,-2359.47020954,-2359.48959291,-2358.93291,-2358.89252,-2358.909541,29.58,12.16,17.41,25.35,10.68,14.66
2563_MA-TS_32-33_Reactant,2563_MA-TS_32-33,2563_MA-TS_32-33_Product,-2265.18558867,-2265.17294095,-2265.18696961,-2264.631085,-2264.619018,-2264.629055,7.94,8.8,-0.87,7.57,6.3,1.27
2565_MA-TS_2-3_Reactant,2565_MA-TS_2-3,2565_MA-TS_2-3_Product,-2250.33976265,-2250.3092864,-2250.3182964,-2249.756259,-2249.720247,-2249.726372,19.12,5.65,13.47,22.6,3.84,18.75
2569_MA-TS_2-3_Reactant,2569_MA-TS_2-3,2569_MA-TS_2-3_Product,-2324.28834043,-2324.27761749,-2324.29853912,-2323.725547,-2323.71071,-2323.728338,6.73,13.13,-6.4,9.31,11.06,-1.75
2570_MA-TS_32-33_Reactant,2570_MA-TS_32-33,2570_MA-TS_32-33_Product,-2285.96091619,-2285.9578881,-2285.96400791,-2285.417165,-2285.412862,-2285.417203,1.9,3.84,-1.94,2.7,2.72,-0.02
2571_MA-TS_32-33_Reactant,2571_MA-TS_32-33,2571_MA-TS_32-33_Product,-2285.96341393,-2285.95654201,-2285.96127738,-2285.422505,-2285.411508,-2285.41703,4.31,2.97,1.34,6.9,3.47,3.44
2572_MA-TS_2-3_Reactant,2572_MA-TS_2-3,2572_MA-TS_2-3_Product,-2325.262628,-2325.25814065,-2325.26369635,-2324.686564,-2324.679523,-2324.685081,2.82,3.49,-0.67,4.42,3.49,0.93
2573_MA-TS_2-3_Reactant,2573_MA-TS_2-3,2573_MA-TS_2-3_Product,-2325.27131664,-2325.22394445,-2325.22944839,-2324.699917,-2324.657746,-2324.661478,29.73,3.45,26.27,26.46,2.34,24.12
2585_MA-TS_46-47_Reactant,2585_MA-TS_46-47,2585_MA-TS_46-47_Product,-2902.72830309,-2902.72782822,-2902.7338118,-2902.018073,-2902.01585,-2902.019796,0.3,3.75,-3.46,1.39,2.48,-1.08
2588_MA-TS_46-47_Reactant,2588_MA-TS_46-47,2588_MA-TS_46-47_Product,-2867.09101432,-2867.08471515,-2867.08726424,-2866.337947,-2866.328506,-2866.330641,3.95,1.6,2.35,5.92,1.34,4.58
2591_MA-TS_45-46_Reactant,2591_MA-TS_45-46,2591_MA-TS_45-46_Product,-2867.10487067,-2867.06608301,-2867.06993255,-2866.349535,-2866.310243,-2866.313016,24.34,2.42,21.92,24.66,1.74,22.92
2596_MA-TS_37-38_Reactant,2596_MA-TS_37-38,2596_MA-TS_37-38_Product,-2531.21196,-2531.16970324,-2531.18029709,-2530.61245,-2530.57628,-2530.583047,26.52,6.65,19.87,22.7,4.25,18.45
2598_MA-TS_27-28_Reactant,2598_MA-TS_27-28,2598_MA-TS_27-28_Product,-2070.00846292,-2069.97525025,-2070.00149983,-2069.574341,-2069.539949,-2069.556542,20.84,16.47,4.37,21.58,10.41,11.17
2605_MA-TS_24-25_Reactant,2605_MA-TS_24-25,2605_MA-TS_24-25_Product,-1917.30803369,-1917.27810699,-1917.27864993,-1916.833593,-1916.801689,-1916.802172,18.78,0.34,18.44,20.02,0.3,19.72
2608_MA-TS_31-32_Reactant,2608_MA-TS_31-32,2608_MA-TS_31-32_Product,-2368.24007926,-2368.22694087,-2368.23367727,-2367.755568,-2367.738576,-2367.743409,8.24,4.23,4.02,10.66,3.03,7.63
2609_MA-TS_31-32_Reactant,2609_MA-TS_31-32,2609_MA-TS_31-32_Product,-2368.2283253,-2368.22635062,-2368.23663822,-2367.738133,-2367.735228,-2367.743956,1.24,6.46,-5.22,1.82,5.48,-3.65
2613_MA-TS_31-32_Reactant,2613_MA-TS_31-32,2613_MA-TS_31-32_Product,-2185.01110547,-2184.98409463,-2184.98460694,-2184.480329,-2184.451468,-2184.45113,16.95,0.32,16.63,18.11,-0.21,18.32
2615_MA-TS_34-35_Reactant,2615_MA-TS_34-35,2615_MA-TS_34-35_Product,-2337.48252469,-2337.46610686,-2337.47474054,-2336.917042,-2336.897846,-2336.904524,10.3,5.42,4.88,12.05,4.19,7.86
2621_MA-TS_33-34_Reactant,2621_MA-TS_33-34,2621_MA-TS_33-34_Product,-2744.04649886,-2744.02364075,-2744.03016254,-2743.466776,-2743.443024,-2743.446028,14.34,4.09,10.25,14.9,1.89,13.02
2624_MA-TS_28-29_Reactant,2624_MA-TS_28-29,2624_MA-TS_28-29_Product,-2532.87387266,-2532.85588135,-2532.86622425,-2532.400767,-2532.378102,-2532.383555,11.29,6.49,4.8,14.22,3.42,10.8
2626_MA-TS_36-37_Reactant,2626_MA-TS_36-37,2626_MA-TS_36-37_Product,-2860.6383192,-2860.61795785,-2860.6204225,-2859.998929,-2859.977846,-2859.97934,12.78,1.55,11.23,13.23,0.94,12.29
2629_MA-TS_38-39_Reactant,2629_MA-TS_38-39,2629_MA-TS_38-39_Product,-2735.6886096,-2735.68182905,-2735.68394038,-2735.061214,-2735.05208,-2735.053683,4.25,1.32,2.93,5.73,1.01,4.73
2632_MA-TS_37-38_Reactant,2632_MA-TS_37-38,2632_MA-TS_37-38_Product,-2532.82241404,-2532.80462608,-2532.81976309,-2532.126078,-2532.108327,-2532.117826,11.16,9.5,1.66,11.14,5.96,5.18
2634_MA-TS_40-41_Reactant,2634_MA-TS_40-41,2634_MA-TS_40-41_Product,-2649.44462202,-2649.43700132,-2649.44410262,-2648.687361,-2648.679269,-2648.685064,4.78,4.46,0.33,5.08,3.64,1.44
2637_MA-TS_40-41_Reactant,2637_MA-TS_40-41,2637_MA-TS_40-41_Product,-2649.42616767,-2649.40440192,-2649.41525323,-2648.674308,-2648.653571,-2648.662302,13.66,6.81,6.85,13.01,5.48,7.53
2643_MA-TS_41-42_Reactant,2643_MA-TS_41-42,2643_MA-TS_41-42_Product,-2724.57301454,-2724.56133957,-2724.57843098,-2723.814255,-2723.801474,-2723.816387,7.33,10.73,-3.4,8.02,9.36,-1.34
2646_MA-TS_39-40_Reactant,2646_MA-TS_39-40,2646_MA-TS_39-40_Product,-2574.32555647,-2574.31758469,-2574.32778558,-2573.572482,-2573.561622,-2573.570184,5.0,6.4,-1.4,6.81,5.37,1.44
2651_MA-TS_43-44_Reactant,2651_MA-TS_43-44,2651_MA-TS_43-44_Product,-2946.86212849,-2946.84947234,-2946.85517508,-2946.133205,-2946.118222,-2946.122367,7.94,3.58,4.36,9.4,2.6,6.8
2654_MA-TS_37-38_Reactant,2654_MA-TS_37-38,2654_MA-TS_37-38_Product,-2511.78462256,-2511.77764262,-2511.79032857,-2511.107243,-2511.095784,-2511.10656,4.38,7.96,-3.58,7.19,6.76,0.43
2655_MA-TS_32-33_Reactant,2655_MA-TS_32-33,2655_MA-TS_32-33_Product,-2317.61493139,-2317.6103344,-2317.61739389,-2317.080044,-2317.072325,-2317.081601,2.88,4.43,-1.55,4.84,5.82,-0.98
2656_MA-TS_34-35_Reactant,2656_MA-TS_34-35,2656_MA-TS_34-35_Product,-2880.27033613,-2880.25199255,-2880.25303978,-2879.694199,-2879.675276,-2879.675259,11.51,0.66,10.85,11.87,-0.01,11.89
2657_MA-TS_4-5_Reactant,2657_MA-TS_4-5,2657_MA-TS_4-5_Product,-2880.25625463,-2880.21387666,-2880.22121985,-2879.688097,-2879.642584,-2879.649502,26.59,4.61,21.98,28.56,4.34,24.22
2658_MA-TS_30-31_Reactant,2658_MA-TS_30-31,2658_MA-TS_30-31_Product,-3046.65320488,-3046.62152479,-3046.63721987,-3046.178353,-3046.143298,-3046.158741,19.88,9.85,10.03,22.0,9.69,12.31
2659_MA-TS_4-5_Reactant,2659_MA-TS_4-5,2659_MA-TS_4-5_Product,-3219.79065215,-3219.72642573,-3219.73150298,-3219.215616,-3219.159711,-3219.162601,40.3,3.19,37.12,35.08,1.81,33.27
2662_MA-TS_31-32_Reactant,2662_MA-TS_31-32,2662_MA-TS_31-32_Product,-3046.65749612,-3046.63538619,-3046.65432344,-3046.184592,-3046.161145,-3046.17683,13.87,11.88,1.99,14.71,9.84,4.87
2663_MA-TS_4-5_Reactant,2663_MA-TS_4-5,2663_MA-TS_4-5_Product,-3219.78249109,-3219.76303875,-3219.76997636,-3219.207902,-3219.187452,-3219.193606,12.21,4.35,7.85,12.83,3.86,8.97
2664_MA-TS_31-32_Reactant,2664_MA-TS_31-32,2664_MA-TS_31-32_Product,-3082.31663088,-3082.28685025,-3082.29307132,-3081.885656,-3081.857153,-3081.860929,18.69,3.9,14.78,17.89,2.37,15.52
2667_MA-TS_4-5_Reactant,2667_MA-TS_4-5,2667_MA-TS_4-5_Product,-3255.42797115,-3255.39549943,-3255.4121818,-3254.898892,-3254.867227,-3254.882734,20.38,10.47,9.91,19.87,9.73,10.14
2674_MA-TS_4-5_Reactant,2674_MA-TS_4-5,2674_MA-TS_4-5_Product,-3619.11900947,-3619.1041128,-3619.11007161,-3618.451285,-3618.433183,-3618.438,9.35,3.74,5.61,11.36,3.02,8.34
2675_MA-TS_4-5_Reactant,2675_MA-TS_4-5,2675_MA-TS_4-5_Product,-3619.1108999,-3619.06379157,-3619.07017595,-3618.433663,-3618.395685,-3618.401245,29.56,4.01,25.55,23.83,3.49,20.34
2676_MA-TS_40-41_Reactant,2676_MA-TS_40-41,2676_MA-TS_40-41_Product,-3446.0332722,-3445.99688882,-3446.00676731,-3445.448634,-3445.415637,-3445.424294,22.83,6.2,16.63,20.71,5.43,15.27
2680_MA-TS_38-39_Reactant,2680_MA-TS_38-39,2680_MA-TS_38-39_Product,-3372.04598231,-3372.01944351,-3372.02685702,-3371.445933,-3371.426394,-3371.432518,16.65,4.65,12.0,12.26,3.84,8.42
2682_MA-TS_40-41_Reactant,2682_MA-TS_40-41,2682_MA-TS_40-41_Product,-3881.08969786,-3881.06044272,-3881.0638571,-3880.513334,-3880.485852,-3880.489656,18.36,2.14,16.22,17.25,2.39,14.86
2690_MA-TS_4-5_Reactant,2690_MA-TS_4-5,2690_MA-TS_4-5_Product,-3654.57123324,-3654.54702424,-3654.54910259,-3653.948613,-3653.918999,-3653.922954,15.19,1.3,13.89,18.58,2.48,16.1
2693_MA-TS_41-42_Reactant,2693_MA-TS_41-42,2693_MA-TS_41-42_Product,-3520.93787165,-3520.92610079,-3520.93935321,-3520.380143,-3520.36508,-3520.377047,7.39,8.32,-0.93,9.45,7.51,1.94
2694_MA-TS_36-37_Reactant,2694_MA-TS_36-37,2694_MA-TS_36-37_Product,-3694.06315163,-3694.02551105,-3694.03569971,-3693.413507,-3693.377903,-3693.385289,23.62,6.39,17.23,22.34,4.63,17.71
2698_MA-TS_2-3_Reactant,2698_MA-TS_2-3,2698_MA-TS_2-3_Product,-3372.063677,-3372.04735174,-3372.04837383,-3371.469887,-3371.450211,-3371.450352,10.24,0.64,9.6,12.35,0.09,12.26
2700_MA-TS_5-6_Reactant,2700_MA-TS_5-6,2700_MA-TS_5-6_Product,-3545.13797304,-3545.11698671,-3545.12025098,-3544.455397,-3544.430937,-3544.435111,13.17,2.05,11.12,15.35,2.62,12.73
2703_MA-TS_2-3_Reactant,2703_MA-TS_2-3,2703_MA-TS_2-3_Product,-3332.78763698,-3332.752431,-3332.75517287,-3332.226617,-3332.188895,-3332.191191,22.09,1.72,20.37,23.67,1.44,22.23
2710_MA-TS_2-3_Reactant,2710_MA-TS_2-3,2710_MA-TS_2-3_Product,-3881.06337115,-3881.04021815,-3881.04241068,-3880.500452,-3880.476626,-3880.477747,14.53,1.38,13.15,14.95,0.7,14.25
2715_MA-TS_2-3_Reactant,2715_MA-TS_2-3,2715_MA-TS_2-3_Product,-3372.05138253,-3372.02977758,-3372.0309996,-3371.459764,-3371.433682,-3371.435736,13.56,0.77,12.79,16.37,1.29,15.08
2724_MA-TS_4-5_Reactant,2724_MA-TS_4-5,2724_MA-TS_4-5_Product,-4093.44629946,-4093.40694027,-4093.41368784,-4092.746762,-4092.706415,-4092.713601,24.7,4.23,20.46,25.32,4.51,20.81
2728_MA-TS_41-42_Reactant,2728_MA-TS_41-42,2728_MA-TS_41-42_Product,-3920.34434892,-3920.33586212,-3920.34282549,-3919.751733,-3919.739439,-3919.746027,5.33,4.37,0.96,7.71,4.13,3.58
2731_MA-TS_4-5_Reactant,2731_MA-TS_4-5,2731_MA-TS_4-5_Product,-3333.56126318,-3333.49902493,-3333.5004321,-3332.885497,-3332.829269,-3332.830418,39.06,0.88,38.17,35.28,0.72,34.56
2791_MA-TS_5-6_Reactant,2791_MA-TS_5-6,2791_MA-TS_5-6_Product,-1505.62405764,-1505.62170626,-1505.62347971,-1505.370725,-1505.367809,-1505.370134,1.48,1.11,0.36,1.83,1.46,0.37
2792_MA-TS_5-6_Reactant,2792_MA-TS_5-6,2792_MA-TS_5-6_Product,-1498.64291612,-1498.64050117,-1498.6407036,-1498.38267,-1498.379028,-1498.379235,1.52,0.13,1.39,2.29,0.13,2.16
2793_MA-TS_5-6_Reactant,2793_MA-TS_5-6,2793_MA-TS_5-6_Product,-1965.51131376,-1965.50798126,-1965.51255125,-1965.110484,-1965.104466,-1965.108382,2.09,2.87,-0.78,3.78,2.46,1.32
2794_MA-TS_5-6_Reactant,2794_MA-TS_5-6,2794_MA-TS_5-6_Product,-1406.49742153,-1406.49641781,-1406.50508215,-1406.23443,-1406.231819,-1406.238542,0.63,5.44,-4.81,1.64,4.22,-2.58
2797_MA-TS_5-6_Reactant,2797_MA-TS_5-6,2797_MA-TS_5-6_Product,-1905.66732532,-1905.66048913,-1905.66444151,-1905.225847,-1905.216386,-1905.222085,4.29,2.48,1.81,5.94,3.58,2.36
2800_MA-TS_5-6_Reactant,2800_MA-TS_5-6,2800_MA-TS_5-6_Product,-1866.37226874,-1866.37164808,-1866.37411606,-1865.962052,-1865.958443,-1865.961194,0.39,1.55,-1.16,2.26,1.73,0.54
2803_MA-TS_5-6_Reactant,2803_MA-TS_5-6,2803_MA-TS_5-6_Product,-1866.38655442,-1866.37529191,-1866.38082344,-1865.973295,-1865.962647,-1865.966691,7.07,3.47,3.6,6.68,2.54,4.14
2806_MA-TS_5-6_Reactant,2806_MA-TS_5-6,2806_MA-TS_5-6_Product,-4439.68616549,-4439.67837542,-4439.68197786,-4439.28809,-4439.280508,-4439.283521,4.89,2.26,2.63,4.76,1.89,2.87
2807_MA-TS_5-6_Reactant,2807_MA-TS_5-6,2807_MA-TS_5-6_Product,-2325.83130497,-2325.81712277,-2325.83170089,-2325.432967,-2325.411829,-2325.427054,8.9,9.15,-0.25,13.26,9.55,3.71
2945_MA-TS_5-6_Reactant,2945_MA-TS_5-6,2945_MA-TS_5-6_Product,-2358.63641905,-2358.63392524,-2358.64923696,-2358.208245,-2358.203594,-2358.215953,1.56,9.61,-8.04,2.92,7.76,-4.84
2946_MA-TS_5-6_Reactant,2946_MA-TS_5-6,2946_MA-TS_5-6_Product,-2321.77806427,-2321.76930116,-2321.77436936,-2321.333413,-2321.322089,-2321.325918,5.5,3.18,2.32,7.11,2.4,4.7
2949_MA-TS_5-6_Reactant,2949_MA-TS_5-6,2949_MA-TS_5-6_Product,-2304.52820158,-2304.51232823,-2304.51362402,-2304.10047,-2304.082406,-2304.084695,9.96,0.81,9.15,11.34,1.44,9.9
3018_MA-TS_5-6_Reactant,3018_MA-TS_5-6,3018_MA-TS_5-6_Product,-2206.04585327,-2206.03179585,-2206.04487683,-2205.507868,-2205.491737,-2205.504736,8.82,8.21,0.61,10.12,8.16,1.97
3019_MA-TS_5-6_Reactant,3019_MA-TS_5-6,3019_MA-TS_5-6_Product,-2126.05727743,-2126.05260402,-2126.05624002,-2125.538331,-2125.529454,-2125.533415,2.93,2.28,0.65,5.57,2.49,3.08
3021_MA-TS_5-6_Reactant,3021_MA-TS_5-6,3021_MA-TS_5-6_Product,-2067.37632252,-2067.3621212,-2067.37520017,-2066.920022,-2066.903469,-2066.916825,8.91,8.21,0.7,10.39,8.38,2.01
3029_MA-TS_5-6_Reactant,3029_MA-TS_5-6,3029_MA-TS_5-6_Product,-2145.93179493,-2145.89705537,-2145.91162051,-2145.419111,-2145.387324,-2145.401827,21.8,9.14,12.66,19.95,9.1,10.85
3030_MA-TS_5-6_Reactant,3030_MA-TS_5-6,3030_MA-TS_5-6_Product,-2245.32208746,-2245.30957378,-2245.31278219,-2244.758175,-2244.740326,-2244.742358,7.85,2.01,5.84,11.2,1.28,9.93
3031_MA-TS_5-6_Reactant,3031_MA-TS_5-6,3031_MA-TS_5-6_Product,-2165.34171228,-2165.32221434,-2165.32855189,-2164.798395,-2164.773503,-2164.779127,12.24,3.98,8.26,15.62,3.53,12.09
3032_MA-TS_5-6_Reactant,3032_MA-TS_5-6,3032_MA-TS_5-6_Product,-2200.05215108,-2200.03845101,-2200.05110335,-2199.544388,-2199.533747,-2199.543703,8.6,7.94,0.66,6.68,6.25,0.43
