Reactant,Datapoint,Product,deTSR_refDZ,deTSP_refDZ,dePR_refDZ,dGTSR_refDZ,dGTSP_refDZ,dGPR_refDZ,deTSR_PM7,deTSP_PM7,dePR_PM7,dGTSR_PM7,dGTSP_PM7,dGPR_PM7
1215_MA-TS_40-41_Reactant,1215_MA-TS_40-41,1215_MA-TS_40-41_Product,19.12,0.28,18.84,19.47,0.61,18.85,4.25,2.35,1.9,3.55,2.94,0.6
1219_MA-TS_38-39_Reactant,1219_MA-TS_38-39,1219_MA-TS_38-39_Product,8.37,0.14,8.23,10.7,-0.08,10.78,1.53,0.89,0.65,1.87,1.4,0.47
1221_MA-TS_41-42_Reactant,1221_MA-TS_41-42,1221_MA-TS_41-42_Product,2.63,2.16,0.48,4.51,2.23,2.28,-2.74,5.01,-7.75,-1.46,6.97,-8.42
1222_MA-TS_44-45_Reactant,1222_MA-TS_44-45,1222_MA-TS_44-45_Product,12.92,11.76,1.16,10.94,8.78,2.16,-2.91,9.94,-12.85,-2.67,8.26,-10.92
1223_MA-TS_40-41_Reactant,1223_MA-TS_40-41,1223_MA-TS_40-41_Product,4.62,6.99,-2.37,5.35,6.27,-0.91,1.7,14.0,-12.3,2.5,6.47,-3.97
1224_MA-TS_42-43_Reactant,1224_MA-TS_42-43,1224_MA-TS_42-43_Product,8.33,23.43,-15.1,9.21,20.83,-11.62,-0.87,21.81,-22.69,2.17,22.08,-19.9
1225_MA-TS_43-44_Reactant,1225_MA-TS_43-44,1225_MA-TS_43-44_Product,1.02,1.66,-0.64,2.84,1.23,1.61,-4.07,8.17,-12.24,-2.61,7.59,-10.19
1226_MA-TS_43-44_Reactant,1226_MA-TS_43-44,1226_MA-TS_43-44_Product,21.55,26.95,-5.4,23.95,23.13,0.82,1.97,17.01,-15.04,0.91,14.71,-13.8
1227_MA-TS_42-43_Reactant,1227_MA-TS_42-43,1227_MA-TS_42-43_Product,6.82,1.89,4.94,9.91,2.04,7.87,-1.87,6.54,-8.41,-0.41,5.24,-5.65
1230_MA-TS_36-37_Reactant,1230_MA-TS_36-37,1230_MA-TS_36-37_Product,9.82,4.22,5.6,11.56,3.5,8.06,-0.41,12.48,-12.89,3.23,10.98,-7.75
1232_MA-TS_43-44_Reactant,1232_MA-TS_43-44,1232_MA-TS_43-44_Product,8.75,1.02,7.73,9.92,0.86,9.06,0.89,4.01,-3.12,1.12,1.76,-0.64
1233_MA-TS_42-43_Reactant,1233_MA-TS_42-43,1233_MA-TS_42-43_Product,6.67,2.99,3.69,9.83,2.6,7.23,-3.57,4.1,-7.66,0.29,1.31,-1.02
1236_MA-TS_10-11_Reactant,1236_MA-TS_10-11,1236_MA-TS_10-11_Product,9.88,2.19,7.69,11.08,1.65,9.43,-1.59,6.31,-7.9,-0.65,4.76,-5.41
1239_MA-TS_34-35_Reactant,1239_MA-TS_34-35,1239_MA-TS_34-35_Product,9.65,1.04,8.61,10.72,1.08,9.64,-1.51,3.16,-4.67,2.55,2.86,-0.32
1242_MA-TS_13-14_Reactant,1242_MA-TS_13-14,1242_MA-TS_13-14_Product,18.43,4.55,13.88,20.53,5.13,15.39,5.24,6.78,-1.54,7.19,6.31,0.88
1245_MA-TS_11-12_Reactant,1245_MA-TS_11-12,1245_MA-TS_11-12_Product,15.51,3.11,12.39,14.37,0.54,13.83,3.89,5.42,-1.53,2.35,4.0,-1.65
1248_MA-TS_29-30_Reactant,1248_MA-TS_29-30,1248_MA-TS_29-30_Product,13.41,0.01,13.41,16.07,0.85,15.22,3.11,0.31,2.8,4.83,-0.48,5.3
1260_MA-TS_11-12_Reactant,1260_MA-TS_11-12,1260_MA-TS_11-12_Product,15.84,7.89,7.95,16.67,9.02,7.65,20.52,21.64,-1.12,24.11,19.32,4.79
1267_MA-TS_9-10_Reactant,1267_MA-TS_9-10,1267_MA-TS_9-10_Product,6.99,13.42,-6.44,8.02,12.99,-4.97,4.77,215.06,-210.29,-0.2,16.73,-16.93
1273_MA-TS_11-12_Reactant,1273_MA-TS_11-12,1273_MA-TS_11-12_Product,17.76,3.07,14.69,18.49,2.22,16.27,12.17,0.89,11.29,14.33,1.57,12.75
1276_MA-TS_11-12_Reactant,1276_MA-TS_11-12,1276_MA-TS_11-12_Product,13.79,0.32,13.47,14.06,0.41,13.65,-2.75,2.8,-5.54,-1.25,1.95,-3.2
1279_MA-TS_24-25_Reactant,1279_MA-TS_24-25,1279_MA-TS_24-25_Product,23.17,1.55,21.62,24.19,1.33,22.86,7.84,5.67,2.17,10.84,3.42,7.41
1294_MA-TS_11-12_Reactant,1294_MA-TS_11-12,1294_MA-TS_11-12_Product,6.5,12.35,-5.85,9.57,11.63,-2.05,-1.18,12.87,-14.04,-2.04,11.47,-13.52
1304_MA-TS_32-33_Reactant,1304_MA-TS_32-33,1304_MA-TS_32-33_Product,24.66,0.24,24.42,21.67,1.39,20.28,142.83,13.82,129.01,18.39,1.65,16.74
1310_MA-TS_10-11_Reactant,1310_MA-TS_10-11,1310_MA-TS_10-11_Product,9.18,1.32,7.86,12.28,1.56,10.72,0.38,4.79,-4.41,0.63,4.5,-3.87
1313_MA-TS_11-12_Reactant,1313_MA-TS_11-12,1313_MA-TS_11-12_Product,4.9,8.12,-3.22,6.94,5.97,0.97,-2.88,10.35,-13.24,0.57,8.62,-8.05
1319_MA-TS_24-25_Reactant,1319_MA-TS_24-25,1319_MA-TS_24-25_Product,1.88,1.07,0.81,2.79,1.07,1.73,-3.32,6.39,-9.72,-1.22,5.75,-6.97
1322_MA-TS_10-11_Reactant,1322_MA-TS_10-11,1322_MA-TS_10-11_Product,17.96,19.67,-1.71,16.86,17.56,-0.69,15.52,28.52,-13.0,16.73,26.37,-9.64
1328_MA-TS_11-12_Reactant,1328_MA-TS_11-12,1328_MA-TS_11-12_Product,11.67,12.51,-0.84,9.06,11.01,-1.95,12.11,12.33,-0.21,12.37,11.29,1.08
1334_MA-TS_4-5_Reactant,1334_MA-TS_4-5,1334_MA-TS_4-5_Product,14.14,5.27,8.87,16.11,5.56,10.56,-0.3,11.31,-11.61,3.02,11.11,-8.09
1340_MA-TS_13-14_Reactant,1340_MA-TS_13-14,1340_MA-TS_13-14_Product,12.48,6.28,6.19,13.5,6.33,7.17,7.89,11.1,-3.2,7.51,9.29,-1.77
1347_MA-TS_4-5_Reactant,1347_MA-TS_4-5,1347_MA-TS_4-5_Product,7.87,4.61,3.26,10.28,3.78,6.5,-1.86,9.41,-11.26,-0.91,8.53,-9.44
1353_MA-TS_4-5_Reactant,1353_MA-TS_4-5,1353_MA-TS_4-5_Product,10.37,5.51,4.86,10.84,4.52,6.32,-0.14,11.34,-11.48,3.7,12.72,-9.03
1363_MA-TS_25-26_Reactant,1363_MA-TS_25-26,1363_MA-TS_25-26_Product,9.31,9.85,-0.54,10.36,9.05,1.31,-0.34,9.33,-9.67,-2.11,8.01,-10.12
1365_MA-TS_36-37_Reactant,1365_MA-TS_36-37,1365_MA-TS_36-37_Product,2.07,3.61,-1.53,4.54,3.0,1.54,-3.07,9.15,-12.22,-3.05,7.63,-10.68
1366_MA-TS_30-31_Reactant,1366_MA-TS_30-31,1366_MA-TS_30-31_Product,4.09,0.4,3.69,6.07,0.06,6.02,-1.63,3.28,-4.91,1.37,3.08,-1.7
1368_MA-TS_38-39_Reactant,1368_MA-TS_38-39,1368_MA-TS_38-39_Product,11.27,2.91,8.37,12.31,2.79,9.52,-1.0,8.13,-9.13,2.68,7.69,-5.01
1369_MA-TS_38-39_Reactant,1369_MA-TS_38-39,1369_MA-TS_38-39_Product,4.2,5.04,-0.84,5.46,3.7,1.76,-2.33,11.72,-14.06,0.06,9.56,-9.5
1370_MA-TS_37-38_Reactant,1370_MA-TS_37-38,1370_MA-TS_37-38_Product,11.65,3.41,8.23,14.69,2.93,11.76,2.53,6.54,-4.01,-0.22,4.91,-5.14
1371_MA-TS_27-28_Reactant,1371_MA-TS_27-28,1371_MA-TS_27-28_Product,15.49,2.13,13.36,18.65,2.23,16.42,-3.09,2.86,-5.95,-1.04,4.2,-5.24
1372_MA-TS_34-35_Reactant,1372_MA-TS_34-35,1372_MA-TS_34-35_Product,7.22,5.03,2.2,8.7,2.54,6.16,-4.18,7.21,-11.39,-0.88,7.86,-8.74
1375_MA-TS_31-32_Reactant,1375_MA-TS_31-32,1375_MA-TS_31-32_Product,11.96,1.58,10.39,14.39,0.97,13.42,3.91,4.2,-0.3,6.08,3.76,2.32
1376_MA-TS_31-32_Reactant,1376_MA-TS_31-32,1376_MA-TS_31-32_Product,16.8,4.26,12.54,15.42,3.37,12.06,2.85,9.75,-6.9,5.54,9.86,-4.33
1377_MA-TS_13-14_Reactant,1377_MA-TS_13-14,1377_MA-TS_13-14_Product,1.3,7.48,-6.18,2.63,6.52,-3.89,-1.0,10.1,-11.11,4.92,12.95,-8.03
1378_MA-TS_25-26_Reactant,1378_MA-TS_25-26,1378_MA-TS_25-26_Product,15.37,4.25,11.12,17.69,4.28,13.41,9.04,12.85,-3.8,8.63,11.49,-2.87
1379_MA-TS_13-14_Reactant,1379_MA-TS_13-14,1379_MA-TS_13-14_Product,8.59,6.61,1.98,10.12,5.19,4.93,9.42,15.05,-5.63,14.14,14.01,0.13
1382_MA-TS_13-14_Reactant,1382_MA-TS_13-14,1382_MA-TS_13-14_Product,10.86,4.58,6.29,12.42,2.72,9.7,-1.62,5.95,-7.57,-0.3,2.66,-2.96
1384_MA-TS_13-14_Reactant,1384_MA-TS_13-14,1384_MA-TS_13-14_Product,0.96,2.2,-1.24,2.75,2.18,0.57,-2.64,4.27,-6.91,-0.37,3.06,-3.43
1385_MA-TS_13-14_Reactant,1385_MA-TS_13-14,1385_MA-TS_13-14_Product,11.84,12.4,-0.56,12.12,11.05,1.07,0.22,13.96,-13.75,1.57,15.41,-13.84
1389_MA-TS_4-5_Reactant,1389_MA-TS_4-5,1389_MA-TS_4-5_Product,9.22,8.04,1.19,10.58,7.28,3.31,1.59,13.14,-11.55,0.45,10.61,-10.16
1391_MA-TS_27-28_Reactant,1391_MA-TS_27-28,1391_MA-TS_27-28_Product,16.76,1.54,15.22,16.09,1.72,14.38,4.15,6.35,-2.2,1.58,6.53,-4.95
1392_MA-TS_4-5_Reactant,1392_MA-TS_4-5,1392_MA-TS_4-5_Product,18.6,5.21,13.39,17.87,4.23,13.64,5.7,9.76,-4.05,9.88,7.93,1.95
1393_MA-TS_4-5_Reactant,1393_MA-TS_4-5,1393_MA-TS_4-5_Product,20.2,1.79,18.41,21.87,2.23,19.64,14.5,6.27,8.23,14.92,3.43,11.49
1394_MA-TS_27-28_Reactant,1394_MA-TS_27-28,1394_MA-TS_27-28_Product,14.9,25.04,-10.14,16.56,22.11,-5.55,12.72,25.42,-12.71,13.31,26.26,-12.95
1395_MA-TS_28-29_Reactant,1395_MA-TS_28-29,1395_MA-TS_28-29_Product,20.39,5.44,14.95,17.54,3.01,14.53,14.61,11.02,3.58,13.39,8.0,5.4
1398_MA-TS_9-10_Reactant,1398_MA-TS_9-10,1398_MA-TS_9-10_Product,30.26,5.12,25.15,28.3,2.95,25.35,15.8,10.84,4.95,18.36,9.17,9.19
1399_MA-TS_10-11_Reactant,1399_MA-TS_10-11,1399_MA-TS_10-11_Product,10.15,3.76,6.39,11.31,1.96,9.35,8.04,7.02,1.02,6.71,4.77,1.94
1404_MA-TS_31-32_Reactant,1404_MA-TS_31-32,1404_MA-TS_31-32_Product,17.29,2.53,14.76,18.05,2.34,15.71,7.37,7.39,-0.02,9.19,7.55,1.64
1406_MA-TS_10-11_Reactant,1406_MA-TS_10-11,1406_MA-TS_10-11_Product,5.0,7.04,-2.04,7.63,5.71,1.92,-1.03,9.81,-10.84,0.46,8.24,-7.78
1407_MA-TS_31-32_Reactant,1407_MA-TS_31-32,1407_MA-TS_31-32_Product,8.51,4.79,3.72,9.85,4.59,5.26,1.6,5.67,-4.08,-4.1,2.94,-7.04
1408_MA-TS_13-14_Reactant,1408_MA-TS_13-14,1408_MA-TS_13-14_Product,14.72,13.9,0.82,15.52,11.07,4.46,0.09,6.81,-6.72,-1.4,5.19,-6.58
1411_MA-TS_10-11_Reactant,1411_MA-TS_10-11,1411_MA-TS_10-11_Product,14.01,10.98,3.03,16.34,7.97,8.37,-1.61,14.05,-15.67,-0.18,14.73,-14.91
1412_MA-TS_31-32_Reactant,1412_MA-TS_31-32,1412_MA-TS_31-32_Product,8.71,0.38,8.33,10.43,0.75,9.69,2.56,3.96,-1.4,3.32,5.1,-1.77
1418_MA-TS_22-23_Reactant,1418_MA-TS_22-23,1418_MA-TS_22-23_Product,9.78,0.84,8.94,13.97,1.68,12.29,4.66,5.45,-0.8,6.05,3.34,2.72
1420_MA-TS_22-23_Reactant,1420_MA-TS_22-23,1420_MA-TS_22-23_Product,12.86,1.27,11.6,14.14,0.81,13.33,-516.42,-517.31,0.89,5.94,6.38,-0.44
1421_MA-TS_23-24_Reactant,1421_MA-TS_23-24,1421_MA-TS_23-24_Product,11.96,6.18,5.78,11.59,5.82,5.77,61.27,-456.18,517.45,7.24,10.63,-3.39
1423_MA-TS_22-23_Reactant,1423_MA-TS_22-23,1423_MA-TS_22-23_Product,5.27,8.78,-3.51,8.2,7.59,0.61,-31.32,120.72,-152.04,0.98,9.99,-9.01
1435_MA-TS_42-43_Reactant,1435_MA-TS_42-43,1435_MA-TS_42-43_Product,11.84,2.45,9.39,15.14,3.12,12.02,0.49,8.39,-7.89,2.14,6.19,-4.05
1436_MA-TS_42-43_Reactant,1436_MA-TS_42-43,1436_MA-TS_42-43_Product,20.55,1.17,19.38,20.16,0.96,19.2,0.76,2.4,-1.64,0.13,-0.18,0.31
1441_MA-TS_44-45_Reactant,1441_MA-TS_44-45,1441_MA-TS_44-45_Product,21.94,0.36,21.58,21.61,1.34,20.27,5.38,2.73,2.65,9.62,1.61,8.01
1442_MA-TS_42-43_Reactant,1442_MA-TS_42-43,1442_MA-TS_42-43_Product,2.97,3.64,-0.67,3.82,3.01,0.81,-5.14,5.67,-10.82,-2.53,6.7,-9.23
1443_MA-TS_39-40_Reactant,1443_MA-TS_39-40,1443_MA-TS_39-40_Product,3.25,6.66,-3.42,4.22,6.79,-2.58,-3.47,7.9,-11.37,-3.05,11.1,-14.15
1449_MA-TS_38-39_Reactant,1449_MA-TS_38-39,1449_MA-TS_38-39_Product,23.79,1.59,22.19,22.3,0.44,21.86,9.3,2.08,7.22,9.59,1.5,8.09
1451_MA-TS_36-37_Reactant,1451_MA-TS_36-37,1451_MA-TS_36-37_Product,6.84,6.9,-0.06,8.72,6.93,1.79,-1.68,9.83,-11.5,-1.22,10.19,-11.41
1452_MA-TS_42-43_Reactant,1452_MA-TS_42-43,1452_MA-TS_42-43_Product,7.92,1.86,6.06,8.51,1.47,7.04,0.08,1.17,-1.1,4.87,-0.59,5.46
1454_MA-TS_42-43_Reactant,1454_MA-TS_42-43,1454_MA-TS_42-43_Product,8.18,0.01,8.17,8.27,0.54,7.73,-0.89,-0.06,-0.82,2.93,-4.41,7.34
1455_MA-TS_42-43_Reactant,1455_MA-TS_42-43,1455_MA-TS_42-43_Product,20.84,0.53,20.31,20.61,1.29,19.32,15.34,-0.55,15.89,17.11,1.12,15.99
1457_MA-TS_41-42_Reactant,1457_MA-TS_41-42,1457_MA-TS_41-42_Product,30.62,4.34,26.28,30.35,4.58,25.76,13.31,5.22,8.09,16.66,3.24,13.42
1460_MA-TS_41-42_Reactant,1460_MA-TS_41-42,1460_MA-TS_41-42_Product,20.54,6.55,13.99,22.25,6.22,16.03,16.22,13.13,3.09,11.82,9.79,2.03
1461_MA-TS_34-35_Reactant,1461_MA-TS_34-35,1461_MA-TS_34-35_Product,13.75,2.96,10.79,11.86,2.45,9.41,4.81,5.26,-0.45,8.53,8.63,-0.09
1465_MA-TS_40-41_Reactant,1465_MA-TS_40-41,1465_MA-TS_40-41_Product,19.19,8.13,11.07,20.55,6.67,13.88,5.5,5.23,0.26,9.64,6.32,3.31
1466_MA-TS_38-39_Reactant,1466_MA-TS_38-39,1466_MA-TS_38-39_Product,11.93,2.13,9.8,14.31,1.05,13.27,1.81,2.68,-0.87,1.35,-0.58,1.93
1467_MA-TS_41-42_Reactant,1467_MA-TS_41-42,1467_MA-TS_41-42_Product,11.2,2.05,9.15,13.85,1.07,12.77,-4.08,2.7,-6.79,-1.15,-0.42,-0.73
1468_MA-TS_44-45_Reactant,1468_MA-TS_44-45,1468_MA-TS_44-45_Product,25.42,0.87,24.55,23.25,0.2,23.06,11.33,3.16,8.17,14.29,1.73,12.55
1469_MA-TS_44-45_Reactant,1469_MA-TS_44-45,1469_MA-TS_44-45_Product,16.65,1.92,14.73,18.75,3.09,15.66,0.63,-0.2,0.83,3.95,-2.27,6.23
1474_MA-TS_30-31_Reactant,1474_MA-TS_30-31,1474_MA-TS_30-31_Product,4.91,5.06,-0.15,5.79,3.42,2.37,-2.71,15.96,-18.67,-2.97,10.96,-13.94
1475_MA-TS_30-31_Reactant,1475_MA-TS_30-31,1475_MA-TS_30-31_Product,16.6,14.86,1.75,15.39,13.87,1.52,9.57,18.68,-9.11,10.88,17.1,-6.23
1477_MA-TS_35-36_Reactant,1477_MA-TS_35-36,1477_MA-TS_35-36_Product,8.34,5.92,2.42,10.27,5.98,4.29,-2.69,10.69,-13.38,-3.61,6.49,-10.11
1478_MA-TS_36-37_Reactant,1478_MA-TS_36-37,1478_MA-TS_36-37_Product,3.25,5.42,-2.17,4.86,5.46,-0.6,-2.72,16.4,-19.13,0.86,13.23,-12.37
1482_MA-TS_34-35_Reactant,1482_MA-TS_34-35,1482_MA-TS_34-35_Product,2.22,6.75,-4.53,3.3,6.06,-2.76,-1.02,12.41,-13.44,-0.25,9.66,-9.91
1485_MA-TS_38-39_Reactant,1485_MA-TS_38-39,1485_MA-TS_38-39_Product,8.42,6.58,1.84,10.53,5.23,5.3,1.98,10.25,-8.28,5.13,11.75,-6.62
1486_MA-TS_38-39_Reactant,1486_MA-TS_38-39,1486_MA-TS_38-39_Product,11.73,1.53,10.2,11.67,1.94,9.73,0.45,4.58,-4.13,1.56,2.35,-0.79
1488_MA-TS_32-33_Reactant,1488_MA-TS_32-33,1488_MA-TS_32-33_Product,9.75,1.88,7.87,11.71,2.14,9.57,5.67,4.86,0.81,6.35,3.27,3.08
1489_MA-TS_31-32_Reactant,1489_MA-TS_31-32,1489_MA-TS_31-32_Product,2.47,5.16,-2.7,3.38,5.62,-2.25,-6.88,11.55,-18.43,-7.01,11.4,-18.41
1490_MA-TS_31-32_Reactant,1490_MA-TS_31-32,1490_MA-TS_31-32_Product,5.3,7.38,-2.07,6.58,7.08,-0.5,2.51,14.76,-12.24,3.55,10.69,-7.14
1491_MA-TS_31-32_Reactant,1491_MA-TS_31-32,1491_MA-TS_31-32_Product,4.11,1.31,2.8,6.45,1.39,5.06,-4.82,4.96,-9.78,-2.79,2.26,-5.05
1495_MA-TS_4-5_Reactant,1495_MA-TS_4-5,1495_MA-TS_4-5_Product,19.77,9.82,9.95,17.85,8.26,9.59,11.15,16.2,-5.05,6.97,12.84,-5.87
1496_MA-TS_29-30_Reactant,1496_MA-TS_29-30,1496_MA-TS_29-30_Product,13.16,0.04,13.12,14.34,0.52,13.83,1.05,1.08,-0.03,4.21,0.32,3.9
1505_MA-TS_30-31_Reactant,1505_MA-TS_30-31,1505_MA-TS_30-31_Product,17.65,1.53,16.12,22.44,1.79,20.65,4.83,2.5,2.33,5.88,3.19,2.69
1507_MA-TS_33-34_Reactant,1507_MA-TS_33-34,1507_MA-TS_33-34_Product,0.2,6.09,-5.89,1.18,5.19,-4.01,-2.15,13.86,-16.01,-2.2,11.76,-13.96
1513_MA-TS_34-35_Reactant,1513_MA-TS_34-35,1513_MA-TS_34-35_Product,2.09,1.93,0.16,2.87,1.93,0.94,-4.43,11.26,-15.69,-1.97,8.55,-10.52
1519_MA-TS_35-36_Reactant,1519_MA-TS_35-36,1519_MA-TS_35-36_Product,23.7,10.31,13.39,24.1,10.45,13.65,10.65,11.34,-0.69,11.78,8.31,3.47
1541_MA-TS_33-34_Reactant,1541_MA-TS_33-34,1541_MA-TS_33-34_Product,17.01,3.09,13.91,18.13,1.08,17.05,1.41,5.43,-4.02,6.22,5.02,1.2
1543_MA-TS_34-35_Reactant,1543_MA-TS_34-35,1543_MA-TS_34-35_Product,16.04,3.56,12.48,17.19,3.33,13.87,4.13,7.47,-3.34,5.97,7.34,-1.36
1549_MA-TS_28-29_Reactant,1549_MA-TS_28-29,1549_MA-TS_28-29_Product,12.11,0.85,11.26,17.07,1.22,15.85,8.58,3.86,4.72,10.69,1.14,9.55
1552_MA-TS_30-31_Reactant,1552_MA-TS_30-31,1552_MA-TS_30-31_Product,6.42,1.9,4.52,7.8,2.76,5.04,-0.93,7.15,-8.08,4.47,8.58,-4.11
1553_MA-TS_25-26_Reactant,1553_MA-TS_25-26,1553_MA-TS_25-26_Product,12.47,4.34,8.13,14.76,3.15,11.61,3.67,10.9,-7.23,6.15,9.89,-3.74
1554_MA-TS_37-38_Reactant,1554_MA-TS_37-38,1554_MA-TS_37-38_Product,14.5,1.75,12.74,17.57,1.7,15.87,-3.33,5.41,-8.73,1.18,6.4,-5.22
1558_MA-TS_38-39_Reactant,1558_MA-TS_38-39,1558_MA-TS_38-39_Product,6.55,4.98,1.57,8.25,3.0,5.25,-1.87,8.99,-10.86,2.47,8.35,-5.88
1560_MA-TS_41-42_Reactant,1560_MA-TS_41-42,1560_MA-TS_41-42_Product,17.89,1.49,16.4,16.72,0.53,16.19,7.9,5.56,2.34,11.25,4.94,6.3
1561_MA-TS_41-42_Reactant,1561_MA-TS_41-42,1561_MA-TS_41-42_Product,2.72,4.85,-2.13,4.2,4.18,0.01,1.34,8.72,-7.38,3.05,8.87,-5.82
1568_MA-TS_39-40_Reactant,1568_MA-TS_39-40,1568_MA-TS_39-40_Product,20.85,14.3,6.55,22.71,13.94,8.77,1.1,10.09,-8.99,5.53,9.29,-3.76
1569_MA-TS_35-36_Reactant,1569_MA-TS_35-36,1569_MA-TS_35-36_Product,19.18,2.01,17.17,19.26,1.53,17.72,5.5,5.42,0.08,1.94,3.71,-1.78
1573_MA-TS_35-36_Reactant,1573_MA-TS_35-36,1573_MA-TS_35-36_Product,11.49,5.22,6.27,9.87,5.42,4.45,-0.6,9.62,-10.22,6.44,11.88,-5.44
1574_MA-TS_10-11_Reactant,1574_MA-TS_10-11,1574_MA-TS_10-11_Product,15.67,7.35,8.32,16.61,6.53,10.09,11.41,15.95,-4.53,13.74,14.25,-0.51
1575_MA-TS_10-11_Reactant,1575_MA-TS_10-11,1575_MA-TS_10-11_Product,23.34,5.42,17.92,21.96,4.01,17.96,16.59,8.51,8.08,19.17,6.15,13.02
1576_MA-TS_30-31_Reactant,1576_MA-TS_30-31,1576_MA-TS_30-31_Product,2.63,4.94,-2.3,4.09,4.57,-0.48,-0.15,5.68,-5.83,3.55,1.44,2.11
1577_MA-TS_15-16_Reactant,1577_MA-TS_15-16,1577_MA-TS_15-16_Product,16.24,4.11,12.14,17.23,3.18,14.05,6.61,7.01,-0.41,7.75,5.07,2.68
1578_MA-TS_4-5_Reactant,1578_MA-TS_4-5,1578_MA-TS_4-5_Product,14.42,9.16,5.26,14.89,8.53,6.35,10.72,19.11,-8.39,11.14,19.73,-8.59
1582_MA-TS_15-16_Reactant,1582_MA-TS_15-16,1582_MA-TS_15-16_Product,7.76,2.5,5.26,8.8,0.66,8.14,1.81,5.2,-3.39,4.59,7.45,-2.86
1583_MA-TS_15-16_Reactant,1583_MA-TS_15-16,1583_MA-TS_15-16_Product,14.02,4.62,9.4,15.95,4.67,11.28,5.84,13.81,-7.97,4.46,13.13,-8.67
1585_MA-TS_15-16_Reactant,1585_MA-TS_15-16,1585_MA-TS_15-16_Product,8.36,14.73,-6.37,11.7,12.89,-1.19,0.26,15.7,-15.44,2.65,12.94,-10.28
1586_MA-TS_15-16_Reactant,1586_MA-TS_15-16,1586_MA-TS_15-16_Product,11.27,4.3,6.97,12.86,3.61,9.25,7.21,14.57,-7.35,10.3,14.99,-4.69
1587_MA-TS_15-16_Reactant,1587_MA-TS_15-16,1587_MA-TS_15-16_Product,10.98,8.42,2.56,12.79,7.08,5.71,5.44,14.59,-9.15,7.7,13.18,-5.48
1588_MA-TS_15-16_Reactant,1588_MA-TS_15-16,1588_MA-TS_15-16_Product,7.93,2.46,5.47,10.46,0.62,9.83,1.82,5.22,-3.4,4.61,6.92,-2.31
1590_MA-TS_15-16_Reactant,1590_MA-TS_15-16,1590_MA-TS_15-16_Product,7.88,1.19,6.69,10.3,1.29,9.01,3.32,5.53,-2.22,3.36,6.6,-3.24
1591_MA-TS_15-16_Reactant,1591_MA-TS_15-16,1591_MA-TS_15-16_Product,10.57,12.41,-1.85,10.0,9.87,0.13,4.26,17.07,-12.81,7.79,6.78,1.01
1592_MA-TS_4-5_Reactant,1592_MA-TS_4-5,1592_MA-TS_4-5_Product,8.83,4.48,4.35,10.14,3.42,6.72,4.85,13.53,-8.69,6.9,14.65,-7.75
1594_MA-TS_15-16_Reactant,1594_MA-TS_15-16,1594_MA-TS_15-16_Product,10.5,4.02,6.47,13.35,2.96,10.38,0.27,10.61,-10.34,1.03,8.16,-7.13
1599_MA-TS_15-16_Reactant,1599_MA-TS_15-16,1599_MA-TS_15-16_Product,10.03,5.02,5.01,8.86,2.99,5.88,-0.82,12.81,-13.63,1.01,11.44,-10.43
1601_MA-TS_15-16_Reactant,1601_MA-TS_15-16,1601_MA-TS_15-16_Product,19.71,1.26,18.45,21.35,1.39,19.96,4.19,2.27,1.92,8.78,2.49,6.29
1604_MA-TS_9-10_Reactant,1604_MA-TS_9-10,1604_MA-TS_9-10_Product,1.95,15.86,-13.9,2.69,15.96,-13.27,-3.42,28.77,-32.19,-2.44,29.06,-31.5
1611_MA-TS_35-36_Reactant,1611_MA-TS_35-36,1611_MA-TS_35-36_Product,11.11,2.93,8.18,12.49,2.14,10.35,-7.55,-544.94,537.39,-1.5,3.61,-5.1
1612_MA-TS_37-38_Reactant,1612_MA-TS_37-38,1612_MA-TS_37-38_Product,25.94,2.52,23.42,24.08,1.96,22.11,11.18,7.76,3.42,14.39,6.8,7.59
1613_MA-TS_35-36_Reactant,1613_MA-TS_35-36,1613_MA-TS_35-36_Product,14.28,6.0,8.28,17.95,5.71,12.25,4.28,6.57,-2.29,4.07,5.95,-1.88
1614_MA-TS_36-37_Reactant,1614_MA-TS_36-37,1614_MA-TS_36-37_Product,18.34,5.01,13.33,22.7,5.22,17.48,6.62,10.6,-3.98,6.73,10.56,-3.83
1615_MA-TS_28-29_Reactant,1615_MA-TS_28-29,1615_MA-TS_28-29_Product,3.26,6.51,-3.25,5.44,5.65,-0.21,0.7,13.14,-12.44,3.67,1.32,2.35
1616_MA-TS_32-33_Reactant,1616_MA-TS_32-33,1616_MA-TS_32-33_Product,15.32,2.56,12.76,16.73,3.75,12.98,-512.8,45.9,-558.7,8.94,5.37,3.58
1617_MA-TS_30-31_Reactant,1617_MA-TS_30-31,1617_MA-TS_30-31_Product,15.45,12.68,2.77,16.66,10.04,6.62,5.34,10.42,-5.07,8.02,8.89,-0.87
1618_MA-TS_28-29_Reactant,1618_MA-TS_28-29,1618_MA-TS_28-29_Product,8.71,4.84,3.87,10.05,3.17,6.87,0.88,11.51,-10.64,4.82,11.53,-6.72
1619_MA-TS_32-33_Reactant,1619_MA-TS_32-33,1619_MA-TS_32-33_Product,16.35,19.7,-3.34,16.15,14.81,1.34,1.82,19.09,-17.27,2.16,16.09,-13.93
1620_MA-TS_29-30_Reactant,1620_MA-TS_29-30,1620_MA-TS_29-30_Product,22.14,7.9,14.24,21.18,6.65,14.54,17.04,15.37,1.67,17.36,15.05,2.31
